time,latitude,longitude,depth,mag,Year
2014-10-04T06:40:34.000Z,36.3365,29.1278,20.5,4.1,2014
2014-10-01T07:16:32.020Z,36.9368,29.4619,21.04,4.1,2014
2014-09-22T07:25:36.970Z,35.3715,35.6011,10,4.1,2014
2014-09-20T18:23:44.270Z,35.711,29.9575,6.2,4.3,2014
2014-09-20T02:53:00.000Z,39.09,38.78,10,4.1,2014
2014-09-13T04:23:06.300Z,35.75,30.17,12,4.1,2014
2014-09-12T22:55:37.390Z,36.2452,30.9322,29,4.4,2014
2014-09-04T21:00:04.300Z,36.21,30.82,46,5.3,2014
2014-08-24T19:43:30.750Z,37.683,30.6288,7.4,5.1,2014
2014-07-15T12:25:52.330Z,39.174,29.09,5,4.1,2014
2014-07-10T07:58:06.160Z,36.083,30.215,5,4.3,2014
2014-07-01T11:21:48.430Z,36.599,29.997,82.2,4,2014
2014-06-30T16:35:22.020Z,35.1228,33.9098,54.56,4.2,2014
2014-06-19T20:30:47.440Z,35.813,32.06,71.02,4.5,2014
2014-06-09T03:38:34.900Z,36.7453,36.0505,17.6,4.6,2014
2014-05-25T12:22:55.880Z,34.1525,35.4736,21.55,3.8,2014
2014-05-07T14:48:14.440Z,36.0212,31.3503,57.4,4.2,2014
2014-05-05T05:05:40.770Z,36.092,31.065,90.6,4.5,2014
2014-05-01T07:36:08.790Z,39.465,37.351,5,4.2,2014
2014-04-26T04:04:31.800Z,36.061,32.098,85.4,4.1,2014
2014-04-21T13:05:56.810Z,35.4745,31.602,63.07,4.4,2014
2014-04-16T23:49:50.910Z,36.3257,31.3627,81.4,4.2,2014
2014-04-07T01:01:45.310Z,35.963,31.6384,68.66,4.1,2014
2014-03-26T14:00:16.900Z,38.1,38.63,10,4.4,2014
2014-03-11T10:23:33.530Z,38.3944,31.8096,21.88,4.2,2014
2014-03-06T15:15:22.250Z,35.9908,31.2739,62.49,4.5,2014
2014-03-02T04:25:57.870Z,36.785,35.175,6.7,4.1,2014
2014-02-22T15:42:06.500Z,37.422,36.382,6.3,4.4,2014
2014-02-14T00:33:40.500Z,36.74,36.08,10,4.7,2014
2014-02-03T18:29:46.060Z,34.928,32.5708,19.9,4,2014
2014-01-10T13:20:46.970Z,37.3093,36.2033,3.4,4,2014
2014-01-09T05:25:36.630Z,35.7187,32.0285,6.4,3.7,2014
2013-12-28T18:55:03.950Z,35.7262,31.3125,49.05,4.5,2013
2013-12-28T15:21:04.090Z,36.028,31.31,40.7,5.9,2013
2013-12-25T18:11:36.900Z,36.94,31.06,91,4.5,2013
2013-12-08T17:31:56.380Z,36.6148,31.2427,88.6,4.9,2013
2013-12-06T16:37:28.490Z,35.1081,30.6052,48.4,4.1,2013
2013-12-06T09:30:21.710Z,36.2076,31.2211,64.1,4.2,2013
2013-11-22T12:00:24.360Z,35.4356,31.8905,70.17,4.1,2013
2013-11-07T06:39:28.460Z,37.4222,36.217,5.4,4.4,2013
2013-11-05T16:16:39.960Z,35.0495,31.487,55.51,4.2,2013
2013-10-23T12:24:22.450Z,36.2912,34.3423,5,4.5,2013
2013-10-21T19:14:13.500Z,34.72,32.2757,17.7,3.7,2013
2013-09-21T11:31:07.970Z,35.863,31.0615,14.1,3.9,2013
2013-09-18T18:22:40.900Z,39.69,41.65,5,4.4,2013
2013-09-17T20:40:51.140Z,39.0234,41.4924,5.33,5,2013
2013-09-16T10:31:39.640Z,39.006,41.4143,6.5,4.1,2013
2013-09-07T23:59:44.430Z,38.453,30.6133,4.6,4,2013
2013-08-17T18:16:31.000Z,40.4095,29.1213,5.7,4.1,2013
2013-08-07T05:20:31.840Z,39.1985,29.4525,9.6,4.4,2013
2013-07-27T20:13:53.940Z,36.935,35.613,24.9,3.7,2013
2013-07-26T00:22:55.470Z,36.03,35.89,17.4,4,2013
2013-06-16T20:31:38.600Z,38.094,37.108,5.3,4.2,2013
2013-05-29T14:43:32.000Z,39.115,29.173,2.5,4.5,2013
2013-05-17T12:58:59.820Z,35.425,29.552,49.8,4,2013
2013-05-15T07:09:58.010Z,39.017,41.177,5,4,2013
2013-05-06T18:33:17.730Z,37.306,37.147,7.4,4,2013
2013-04-25T22:54:15.240Z,37.309,37.125,5.3,4.3,2013
2013-04-20T23:23:09.300Z,37.315,37.149,3.4,3.4,2013
2013-03-03T11:22:24.000Z,35.992,34.583,17.5,4.1,2013
2013-01-08T06:15:03.980Z,37.857,37.942,5,4.1,2013
2013-01-08T06:05:06.720Z,37.874,37.989,5,4.4,2013
2012-12-30T09:11:15.000Z,37.508,35.715,6.6,4.2,2012
2012-12-12T01:18:13.670Z,37.301,36.273,11.2,4.2,2012
2012-11-20T17:56:28.360Z,39.488,39.852,5,4.5,2012
2012-11-14T07:24:28.390Z,35.866,29.738,9.5,4.6,2012
2012-11-14T00:01:59.400Z,37.31,37.12,12,4.3,2012
2012-11-13T23:55:48.900Z,37.27,37.11,13,4.5,2012
2012-10-26T09:40:34.110Z,36.586,31.345,30,4.1,2012
2012-10-16T10:25:04.700Z,37.297,37.135,14,4.6,2012
2012-10-16T01:16:02.730Z,37.002,37.108,9.2,4.5,2012
2012-10-05T10:25:28.000Z,39.371,33.748,4.9,4.4,2012
2012-09-26T01:28:32.790Z,34.773,29.97,36.2,4.6,2012
2012-09-19T23:15:06.860Z,37.313,37.136,8.6,4.1,2012
2012-09-19T09:17:46.820Z,37.309,37.097,7,4.9,2012
2012-09-16T07:54:15.000Z,37.438,35.768,18.5,4.4,2012
2012-09-08T10:01:06.570Z,37.329,37.085,3.5,4.1,2012
2012-07-28T23:29:49.940Z,34.817,34.27,46.6,4.5,2012
2012-07-22T09:26:02.990Z,37.546,36.384,7.6,5,2012
2012-06-26T14:34:23.040Z,35.232,31.402,47.4,4,2012
2012-06-26T14:11:24.940Z,35.01,31.315,58.7,4.1,2012
2012-06-23T18:47:17.210Z,35.804,31.02,55.5,4.4,2012
2012-06-19T01:46:13.420Z,39.142,29.156,9.3,4.6,2012
2012-06-14T16:46:06.760Z,36.389,29.055,19.5,4.4,2012
2012-06-13T06:40:32.080Z,39.11,29.166,5.1,4.4,2012
2012-05-25T11:22:38.340Z,38.118,38.596,5,4.4,2012
2012-05-24T14:09:07.800Z,35.898,29.95,5,4.2,2012
2012-05-11T18:48:29.580Z,34.304,34.142,16.6,5.4,2012
2012-05-09T17:49:31.750Z,39.153,29.143,6.2,4,2012
2012-05-09T10:48:12.160Z,34.699,32.926,20,4.3,2012
2012-05-04T02:00:36.110Z,39.136,29.118,6.5,4,2012
2012-05-03T21:45:17.350Z,39.147,29.084,11.6,4.1,2012
2012-05-03T17:10:09.970Z,39.165,29.091,6.6,4,2012
2012-05-03T16:16:04.250Z,39.124,29.074,2.5,4.2,2012
2012-05-03T15:20:25.670Z,39.175,29.092,3.1,5.2,2012
2012-05-03T06:24:25.580Z,36.041,33.731,5,4,2012
2012-04-28T03:17:04.110Z,38.493,40.743,5,4.7,2012
2012-04-26T22:05:33.900Z,39.124,29.079,8,4.6,2012
2012-04-23T16:14:37.000Z,39.113,29.143,6,4.2,2012
2012-04-19T19:52:41.640Z,39.126,29.145,3.5,4.3,2012
2012-04-17T20:45:17.670Z,39.148,29.099,6.2,4.3,2012
2012-04-16T12:19:02.260Z,39.146,29.153,5,4,2012
2012-04-16T10:11:09.790Z,39.137,29.153,6,4.5,2012
2012-04-16T10:10:46.280Z,39.137,29.139,5,4.3,2012
2012-04-04T14:18:38.570Z,39.229,41.028,10,4.4,2012
2012-04-04T11:05:16.190Z,36.926,37.046,8.4,4,2012
2012-04-04T00:33:00.600Z,37.9,29.432,8.8,4,2012
2012-03-29T10:13:32.150Z,38.577,29.982,5,4.2,2012
2012-03-13T10:44:48.780Z,35.327,31.407,9.4,4.4,2012
2012-03-09T20:52:56.260Z,34.752,32.453,41.9,4.1,2012
2012-02-16T11:01:03.540Z,38.653,37.457,3.1,4.7,2012
2012-01-12T00:26:32.820Z,36.077,31.104,65.9,4.5,2012
2012-01-10T21:55:48.230Z,39.419,35.311,5,4.3,2012
2012-01-10T08:32:40.160Z,38.578,30.964,5,4.1,2012
2012-01-06T20:35:13.860Z,36.195,29.061,56.5,4.5,2012
2011-12-10T05:15:01.880Z,38.869,30.197,5,4.1,2011
2011-11-22T04:50:37.740Z,39.047,35.938,5,4.1,2011
2011-11-17T02:37:18.400Z,39.133,41.565,3.8,4.9,2011
2011-10-16T09:28:41.980Z,35.597,29.738,8.5,3.6,2011
2011-10-15T08:27:02.700Z,35.48,30.14,19,3.7,2011
2011-10-12T20:51:35.440Z,35.57,30.182,49.9,4.4,2011
2011-10-08T03:25:19.010Z,39.347,40.694,5,4,2011
2011-09-30T20:40:14.000Z,37.992,35.217,5,4.5,2011
2011-09-30T04:27:23.660Z,39.653,38.678,5,4.3,2011
2011-09-26T10:18:50.620Z,39.667,38.703,7.5,4,2011
2011-09-22T03:22:36.070Z,39.785,38.842,5,5.5,2011
2011-09-07T13:30:18.840Z,37.381,36.33,6.8,4.2,2011
2011-09-04T17:41:18.000Z,35.737,31.146,9.3,4.4,2011
2011-08-25T04:19:23.630Z,39.169,29.126,5.3,4.1,2011
2011-08-24T15:47:25.090Z,39.486,40.005,5,4.4,2011
2011-08-16T07:53:30.000Z,39.08,35.9,5,4.1,2011
2011-08-10T19:31:34.930Z,35.875,30.071,22.8,4,2011
2011-08-04T03:13:07.000Z,38.561,39.667,5,4.1,2011
2011-07-27T09:58:15.180Z,38.32,31.957,10,4.8,2011
2011-07-19T21:16:52.730Z,39.111,29.061,5,4.4,2011
2011-07-17T19:51:50.000Z,39.117,29.106,9.3,4.2,2011
2011-07-13T01:31:49.880Z,39.126,29.026,5.4,4.2,2011
2011-07-11T16:09:12.960Z,40.247,29.954,5,4.5,2011
2011-06-29T19:48:05.610Z,37.412,35.875,5.5,4.5,2011
2011-06-27T21:28:51.260Z,39.101,29.04,8.3,4.2,2011
2011-06-27T21:13:58.830Z,39.114,29.031,10.4,4.7,2011
2011-06-23T07:34:42.740Z,38.578,39.64,6.1,5.2,2011
2011-06-15T11:32:03.310Z,34.372,32.904,1,4,2011
2011-06-14T23:14:26.160Z,34.835,29.074,45.2,4.3,2011
2011-06-14T21:55:01.180Z,34.768,29.006,18.3,4.1,2011
2011-06-09T10:03:10.920Z,34.812,29.167,36.5,4.6,2011
2011-06-09T08:14:25.610Z,34.786,29.095,26.8,4,2011
2011-06-04T13:51:06.000Z,39.128,29.088,5.2,4.2,2011
2011-05-29T01:31:39.550Z,39.118,29.077,10.7,4.2,2011
2011-05-28T18:06:46.890Z,39.106,29.045,5,4.2,2011
2011-05-28T05:47:17.000Z,39.119,29.049,9.2,4.8,2011
2011-05-27T07:43:37.360Z,39.114,29.1,10.2,4.4,2011
2011-05-20T00:58:33.200Z,39.1,29.09,5,4.5,2011
2011-05-19T21:33:11.360Z,39.04,29.09,10,4.4,2011
2011-05-19T21:21:29.200Z,39.11,29.01,5,4.3,2011
2011-05-19T21:12:51.000Z,39.12,29.04,7,4.3,2011
2011-05-19T20:25:32.120Z,39.124,29.079,5,4.6,2011
2011-05-19T20:15:22.940Z,39.149,29.103,7,5.8,2011
2011-04-23T05:22:11.060Z,37.47,35.584,10.4,4.5,2011
2011-04-22T03:55:12.700Z,36.922,29.277,5,4,2011
2011-03-26T16:25:19.900Z,34.58,32.32,31,4.2,2011
2011-03-16T11:18:01.550Z,37.304,30.483,7.7,4.4,2011
2011-03-06T07:58:40.190Z,39.24,40.413,10,4.3,2011
2011-02-14T03:54:27.750Z,34.65,32.969,10,3.9,2011
2010-12-26T15:34:03.120Z,40.036,40.013,2.6,4.3,2010
2010-12-03T22:33:04.490Z,34.79,30.045,25.6,4.2,2010
2010-11-16T10:50:32.000Z,37.312,36.415,5.3,4.5,2010
2010-11-14T23:08:25.400Z,36.585,36.007,2.6,4.9,2010
2010-11-07T05:51:29.000Z,39.499,40.212,5,4.1,2010
2010-10-29T13:46:45.000Z,37.179,30.693,88.2,4,2010
2010-10-19T14:32:13.000Z,39.383,33.14,5,4,2010
2010-10-14T09:08:21.000Z,36.071,29.532,21.1,4.5,2010
2010-09-17T10:17:05.730Z,38.068,39.035,7,4.7,2010
2010-09-07T02:48:54.000Z,39.491,40.229,5,4.1,2010
2010-08-05T05:31:13.000Z,37.546,35.592,6.5,4.4,2010
2010-07-27T16:07:43.940Z,34.987,32.885,35,4.5,2010
2010-07-25T17:06:20.310Z,36.961,30.511,10,4,2010
2010-07-21T20:12:19.280Z,34.733,30.023,38,4.3,2010
2010-07-04T05:04:26.000Z,40.101,37.445,11,4,2010
2010-05-26T14:22:19.800Z,36.67,29.95,10,4.4,2010
2010-05-22T02:30:33.560Z,39.32,41.211,3.8,4.1,2010
2010-05-10T18:02:04.370Z,34.384,30.785,38.3,4.3,2010
2010-04-30T16:36:54.000Z,39.941,32.731,4,3.9,2010
2010-04-09T07:09:11.000Z,35.703,29.365,12.1,4.2,2010
2010-04-02T01:05:24.000Z,35.914,31.051,47.6,4,2010
2010-03-24T14:11:31.000Z,38.821,40.138,4.5,5.1,2010
2010-03-14T04:46:12.600Z,34.5,32,22,3.6,2010
2010-03-13T10:27:43.000Z,35.792,30.97,12.5,4.1,2010
2010-03-09T07:21:23.720Z,38.882,40.257,5,4,2010
2010-03-09T06:14:57.000Z,38.741,40.136,5,4.1,2010
2010-03-08T15:04:54.010Z,38.677,40.05,10,4.9,2010
2010-03-08T11:12:10.790Z,38.776,40.143,5,5.1,2010
2010-03-08T10:14:23.480Z,38.828,40.119,5,5.2,2010
2010-03-08T09:00:46.400Z,38.761,40.062,5,4.9,2010
2010-03-08T08:11:21.000Z,38.736,40.076,5.1,4.6,2010
2010-03-08T07:47:41.960Z,38.709,40.051,10,5.6,2010
2010-03-08T03:20:24.940Z,38.87,40.232,5,4.4,2010
2010-03-08T02:32:34.710Z,38.864,39.986,12,6.1,2010
2010-03-02T00:43:13.950Z,39.157,29.014,9.8,4.3,2010
2010-02-01T04:01:42.870Z,39.645,37.98,10,4.4,2010
2009-12-22T06:06:23.430Z,35.72,31.511,63.5,5.3,2009
2009-12-04T17:19:47.290Z,37.401,29.658,10,4.7,2009
2009-11-24T02:00:01.540Z,35.975,30.033,15.6,4.5,2009
2009-11-07T03:13:41.000Z,36.064,31.833,83,4.5,2009
2009-09-22T22:11:30.380Z,36.653,30.824,25.4,4.3,2009
2009-09-16T14:09:45.170Z,34.781,33.129,27.9,4.8,2009
2009-09-11T01:58:30.000Z,37.936,32.438,5.4,4.9,2009
2009-09-10T18:29:52.860Z,37.953,32.483,5,4.9,2009
2009-09-09T05:56:46.930Z,35.844,29.928,10,4.3,2009
2009-08-25T06:28:35.280Z,34.719,32.985,10,4.6,2009
2009-07-30T07:37:51.720Z,39.588,39.726,10,5,2009
2009-07-28T17:38:51.730Z,36.141,29.715,34.9,4.5,2009
2009-07-24T05:48:19.000Z,37.546,35.694,6.5,4.5,2009
2009-07-07T15:57:01.490Z,38.236,38.765,5,4.3,2009
2009-06-23T04:49:21.000Z,35.969,30.047,12.3,4.5,2009
2009-06-17T04:29:12.000Z,36.047,36.02,10.4,5,2009
2009-06-09T05:26:56.000Z,35.96,29.083,16.2,4.7,2009
2009-04-15T22:21:36.890Z,40.392,40.573,5,4.4,2009
2009-03-11T17:26:03.820Z,38.995,41.887,5,4.4,2009
2009-02-17T05:28:19.000Z,39.107,29.039,7.3,5.2,2009
2009-01-17T07:45:26.800Z,37.096,36.313,5.6,4.6,2009
2009-01-12T02:04:35.070Z,34.139,33.059,10,4.4,2009
2008-12-28T08:52:24.000Z,37.8,29.187,4.9,3.8,2008
2008-12-27T22:52:24.000Z,37.792,29.184,6.2,3.8,2008
2008-12-27T00:58:18.970Z,37.913,29.164,7.2,3.1,2008
2008-12-25T23:50:14.890Z,38.84,35.521,6.3,3,2008
2008-12-25T22:35:29.130Z,37.819,29.178,3,3.2,2008
2008-12-25T22:16:35.980Z,37.893,29.212,5,3.2,2008
2008-12-25T21:18:25.560Z,37.817,29.194,3.8,3.2,2008
2008-12-25T21:06:31.580Z,37.886,29.167,5.3,3.1,2008
2008-12-25T21:02:51.510Z,37.857,29.168,8.7,3.1,2008
2008-12-25T12:43:51.000Z,35.815,30.357,41.2,3.7,2008
2008-12-24T18:36:47.000Z,37.86,29.133,5.3,3.6,2008
2008-12-24T10:30:46.000Z,37.823,29.194,6.6,3.7,2008
2008-12-24T10:04:35.000Z,37.824,29.24,4.3,3.8,2008
2008-12-24T07:04:05.000Z,37.862,29.191,2.8,3.7,2008
2008-12-24T06:15:22.000Z,37.818,29.208,3.8,3.7,2008
2008-12-24T05:54:59.000Z,37.788,29.193,9.8,4,2008
2008-11-21T22:36:10.000Z,39.393,38.398,5,3.1,2008
2008-11-21T22:28:13.090Z,39.456,33.069,5,3,2008
2008-11-12T14:03:18.310Z,38.841,35.524,10,5.1,2008
2008-11-09T18:23:50.350Z,34.625,33.889,56.8,4.1,2008
2008-11-09T05:16:46.780Z,34.884,30.83,45,3.3,2008
2008-11-02T21:25:28.070Z,35.786,31.361,5,4.3,2008
2008-11-02T08:27:27.270Z,34.631,32.005,32,3.5,2008
2008-10-28T22:13:50.410Z,34.332,32.142,45,3.5,2008
2008-10-26T07:14:29.250Z,34.825,34.051,9,3,2008
2008-10-23T21:17:08.550Z,36.117,31.467,9.4,3.7,2008
2008-10-19T22:20:51.000Z,37.056,30.344,100.6,4.1,2008
2008-10-19T15:08:01.360Z,35.548,33.948,55,3.5,2008
2008-10-19T14:07:59.680Z,34.859,33.971,26.2,4.3,2008
2008-10-19T10:54:28.370Z,39.136,29.389,8.4,3.9,2008
2008-10-14T23:57:17.990Z,34.094,33.664,11,3.2,2008
2008-10-10T17:14:04.810Z,35.44,31.17,35,3,2008
2008-10-10T13:02:59.120Z,37.003,29.146,2,3.3,2008
2008-10-10T06:36:59.000Z,39.458,33.05,7.3,4.2,2008
2008-10-09T16:23:51.290Z,35.516,31.306,10,3.6,2008
2008-10-08T13:11:43.000Z,36.961,29.109,5,3.4,2008
2008-10-08T12:31:38.000Z,36.969,29.143,5.9,3.5,2008
2008-10-04T10:27:57.040Z,35.507,31.332,10,3.6,2008
2008-10-03T23:37:24.000Z,39.723,41.42,5,3.7,2008
2008-10-01T03:53:46.000Z,37.018,29.105,4.5,3.9,2008
2008-09-30T07:30:00.000Z,38.99,29.866,5,4.4,2008
2008-09-30T04:08:16.270Z,34.569,31.985,35,3.4,2008
2008-09-28T11:32:12.000Z,36.662,30.074,63.7,4,2008
2008-09-26T03:15:36.900Z,35.961,31.496,35,3.6,2008
2008-09-23T09:09:42.000Z,39.463,33.05,4.4,4.5,2008
2008-09-23T08:04:09.000Z,39.551,39.854,5,4.1,2008
2008-09-21T12:06:53.220Z,34.795,33.916,23,3,2008
2008-09-19T16:48:17.020Z,35.112,29.053,10,3.8,2008
2008-09-18T16:54:11.090Z,34.692,32.981,18,3.5,2008
2008-09-17T12:08:12.000Z,40.01,39.979,5.4,4.8,2008
2008-09-17T05:10:40.130Z,34.443,32.17,17,3.1,2008
2008-09-17T01:09:19.000Z,35.901,31.672,83.3,4,2008
2008-09-11T08:33:58.000Z,39.405,33.072,5,4.1,2008
2008-09-09T20:12:24.170Z,35.096,33.924,19,3,2008
2008-09-07T07:03:26.920Z,34.854,32.094,17,3,2008
2008-09-04T22:54:32.330Z,37.467,38.543,10,4.3,2008
2008-09-03T18:06:34.410Z,35.063,33.116,42,3.1,2008
2008-09-03T02:25:17.000Z,37.553,38.474,8,3.3,2008
2008-09-03T02:22:47.000Z,37.507,38.503,5.7,5,2008
2008-09-02T02:28:47.000Z,37.117,29.13,4.6,3.3,2008
2008-08-27T01:12:38.000Z,37.056,29.15,9.8,3.3,2008
2008-08-26T08:46:35.000Z,36.265,29.487,29.8,3.3,2008
2008-08-25T15:51:29.300Z,37.481,35.767,35,3.6,2008
2008-08-25T02:57:19.000Z,37.061,29.156,4.8,3.7,2008
2008-08-24T22:52:51.000Z,37.063,29.194,5,4,2008
2008-08-22T17:33:08.640Z,35.095,32.936,10,3.2,2008
2008-08-20T11:01:38.000Z,37.711,37.463,5,4.4,2008
2008-08-19T12:57:14.000Z,37.063,29.195,6.9,3.5,2008
2008-08-18T03:42:33.000Z,37.067,29.117,9.2,3.6,2008
2008-08-17T07:30:29.000Z,37.017,29.13,9.9,3.6,2008
2008-08-17T07:13:10.000Z,37.022,29.163,10.2,3.5,2008
2008-08-16T15:56:41.150Z,34.445,32.591,35,3.1,2008
2008-08-12T21:34:45.530Z,34.864,32.804,25,3,2008
2008-08-12T06:44:54.000Z,35.76,31.224,5.2,3.8,2008
2008-08-12T06:12:35.000Z,39.849,41.532,5,3.8,2008
2008-08-11T23:41:12.790Z,38.002,29.103,5,3.4,2008
2008-08-10T08:32:57.000Z,35.413,31.538,5,3.4,2008
2008-08-09T23:20:03.000Z,35.809,31.068,10,3.5,2008
2008-08-08T04:30:06.820Z,35.505,31.232,35,3.3,2008
2008-08-03T16:01:18.600Z,37.179,29.961,4.4,3.8,2008
2008-07-31T05:09:11.000Z,37.056,29.133,6.6,3.5,2008
2008-07-31T05:02:10.000Z,39.724,33.345,3.2,4.2,2008
2008-07-31T00:10:19.290Z,35.516,32.067,51,3.3,2008
2008-07-30T20:33:04.250Z,34.881,32.81,22,3.3,2008
2008-07-29T02:51:04.370Z,34.532,33.378,11,3.1,2008
2008-07-28T14:53:08.270Z,36.856,29.173,37.7,3.5,2008
2008-07-27T22:57:01.000Z,35.392,31.38,7.6,3.8,2008
2008-07-27T01:56:34.000Z,37.04,29.203,9.2,3,2008
2008-07-26T22:07:03.000Z,37.152,29.844,5,3.2,2008
2008-07-26T04:25:29.000Z,35.352,31.359,8.4,3.9,2008
2008-07-26T04:22:01.000Z,35.399,31.395,10,3.4,2008
2008-07-26T04:18:36.100Z,35.48,31.42,35.6,4.1,2008
2008-07-25T03:52:30.000Z,35.952,31.181,5.4,3.6,2008
2008-07-22T01:29:56.510Z,36.658,30.209,27.7,3.2,2008
2008-07-20T16:39:45.440Z,34.873,32.349,30,3.2,2008
2008-07-20T07:59:27.000Z,37.043,29.128,5.5,3.4,2008
2008-07-16T00:55:49.730Z,34.334,31.901,25,3.6,2008
2008-07-14T10:32:07.000Z,37.981,30.917,5,4.1,2008
2008-07-12T05:54:03.490Z,39.291,41.735,5,4,2008
2008-07-11T14:11:49.690Z,37.046,29.15,3,4.1,2008
2008-07-10T19:46:40.000Z,36.959,29.192,5.5,3.6,2008
2008-07-06T18:37:19.000Z,34.829,34,29.7,3.5,2008
2008-07-06T11:25:48.470Z,35.582,31.255,35,3.7,2008
2008-07-05T08:13:11.260Z,37.074,29.156,6.6,3,2008
2008-07-04T10:09:57.000Z,37,29.232,7.9,3.2,2008
2008-07-04T06:13:48.560Z,34.991,33.565,41,3.4,2008
2008-07-04T05:21:06.490Z,34.807,32.713,24,3.3,2008
2008-07-03T20:18:25.000Z,37.017,29.218,5,3.1,2008
2008-07-03T18:01:43.000Z,37.052,29.149,5,3.6,2008
2008-07-03T17:37:03.000Z,37.097,29.128,6.9,4.3,2008
2008-07-03T17:16:18.000Z,37.006,29.184,5,3.6,2008
2008-07-03T02:10:23.400Z,34.701,32.607,21,3.2,2008
2008-06-29T15:37:05.740Z,38.992,41.225,3.9,4,2008
2008-06-29T04:33:36.280Z,34.631,34.095,24.6,3.1,2008
2008-06-28T15:26:16.000Z,35.574,29.595,6.4,3.6,2008
2008-06-27T10:50:05.000Z,39.929,41.838,5,4,2008
2008-06-26T11:16:15.000Z,37.023,29.17,2,3,2008
2008-06-25T20:25:19.770Z,34.183,33.294,34,3.3,2008
2008-06-25T12:04:13.000Z,36.986,29.199,12.7,3.2,2008
2008-06-25T05:16:43.750Z,34.891,32.153,31,3,2008
2008-06-24T04:44:39.000Z,39.859,39.452,5,3.8,2008
2008-06-21T04:46:33.000Z,38.931,41.331,5.4,4,2008
2008-06-21T03:58:35.000Z,38.888,41.323,6.9,4.3,2008
2008-06-19T01:39:44.310Z,34.997,31.992,20,3.4,2008
2008-06-19T00:24:31.850Z,36.691,35.933,5,3.6,2008
2008-06-18T22:52:41.510Z,36.099,29.511,5,3.7,2008
2008-06-18T08:42:18.000Z,37.106,29.177,4.5,3.4,2008
2008-06-17T19:29:20.000Z,37.069,29.179,4,3.4,2008
2008-06-17T10:48:20.000Z,37.013,29.158,5.9,3.1,2008
2008-06-16T12:40:57.360Z,34.196,32.68,19,3.3,2008
2008-06-15T02:29:01.000Z,36.997,29.182,7.1,3.3,2008
2008-06-14T22:55:15.000Z,36.974,29.219,2.3,3.2,2008
2008-06-14T01:36:27.460Z,34.47,32.073,21,3.3,2008
2008-06-13T02:04:49.000Z,36.083,29.532,5,3.3,2008
2008-06-13T01:59:52.100Z,36,29.75,34,3.9,2008
2008-06-12T22:51:48.410Z,35.836,31.447,5,3.7,2008
2008-06-11T03:40:06.000Z,37.779,29.226,5,3.5,2008
2008-06-09T19:51:51.000Z,36.109,31.052,14.8,3.5,2008
2008-06-09T19:50:00.000Z,37.006,29.16,4.8,3.1,2008
2008-06-07T16:48:52.000Z,36.963,29.186,5,3.6,2008
2008-06-07T16:25:25.000Z,36.963,29.206,5,3.7,2008
2008-06-07T02:17:01.640Z,34.559,32.138,36,3,2008
2008-06-06T01:16:12.090Z,34.488,32.941,10,3.3,2008
2008-06-06T00:12:49.730Z,34.382,32.816,10,4.3,2008
2008-06-05T22:03:07.000Z,36.993,29.188,7.9,3.4,2008
2008-06-05T21:45:26.000Z,36.979,29.186,6.9,3,2008
2008-06-04T23:13:25.000Z,36.986,29.17,9.6,3.1,2008
2008-06-04T23:07:16.000Z,36.984,29.165,5.5,3.1,2008
2008-06-04T09:48:18.000Z,39.653,38.997,5,4.3,2008
2008-06-04T09:10:22.000Z,36.986,29.199,2.6,3.5,2008
2008-05-31T20:12:53.180Z,37.06,31.03,118.3,3.1,2008
2008-05-30T21:57:24.000Z,36.968,29.231,12.8,3.6,2008
2008-05-30T18:43:18.000Z,36.515,29.037,17,3.4,2008
2008-05-30T17:33:32.120Z,34.415,32.036,21,3.1,2008
2008-05-30T05:38:16.000Z,36.964,29.23,7.5,3.4,2008
2008-05-30T05:34:20.000Z,36.981,29.208,5,4.2,2008
2008-05-29T06:26:13.900Z,36.42,29.03,17,3.1,2008
2008-05-28T22:35:48.760Z,36.971,29.191,5,4,2008
2008-05-27T07:32:23.000Z,37.015,29.211,5,3.4,2008
2008-05-27T06:42:11.000Z,36.96,29.236,4.3,3.3,2008
2008-05-25T14:02:37.070Z,36.842,29.372,10,3.6,2008
2008-05-25T08:02:49.000Z,37.426,35.204,6.6,3.3,2008
2008-05-25T02:34:12.750Z,34.543,31.914,25,3.2,2008
2008-05-21T08:37:32.670Z,36.938,29.271,8.5,3.5,2008
2008-05-19T09:49:36.780Z,34.711,33.456,5,3.3,2008
2008-05-18T03:41:50.000Z,36.989,29.195,5,3.5,2008
2008-05-17T06:39:20.000Z,37.269,31.042,99,3.8,2008
2008-05-14T21:54:47.000Z,36.956,29.218,5,3.1,2008
2008-05-03T17:07:10.320Z,34.803,29.047,35,3.7,2008
2008-05-03T03:20:53.000Z,36.667,36.552,12.2,4,2008
2008-05-01T20:34:29.000Z,36.995,29.208,5,3.5,2008
2008-04-29T18:49:38.000Z,36.97,29.31,10,3.6,2008
2008-04-27T20:40:53.000Z,35.59,29.33,10,3.1,2008
2008-04-25T04:48:54.000Z,37.819,29.256,5,5,2008
2008-04-25T02:05:52.280Z,35.202,31.523,20,3.5,2008
2008-04-24T19:15:09.000Z,36.987,29.111,5,3,2008
2008-04-23T02:03:03.650Z,35.329,31.437,10,3.6,2008
2008-04-22T19:10:43.630Z,34.687,32.066,6,3.7,2008
2008-04-20T12:52:59.000Z,37.004,29.194,8.1,3.5,2008
